UserID,R,S,R_l
U14442,N61022 N49279,N49279,"['N61022', 'N49279']"
U90169,N55689 N6693,N55689,"['N55689', 'N6693']"
U93329,N46917 N6837 N41934 N47652 N29490,N41934,"['N46917', 'N6837', 'N41934', 'N47652', 'N29490']"
U13473,N20495 N33885 N39317 N7821,N20495,"['N20495', 'N33885', 'N39317', 'N7821']"
U47702,N6578 N50872,N6578,"['N6578', 'N50872']"
U43049,N59981 N35729,N35729,"['N59981', 'N35729']"
U18029,N21707 N35729,N35729,"['N21707', 'N35729']"
U37554,N61768 N61022 N1034 N64916,N61022,"['N61768', 'N61022', 'N1034', 'N64916']"
U77153,N59252 N57651 N3392 N62599 N54038,N62599,"['N59252', 'N57651', 'N3392', 'N62599', 'N54038']"
U80724,N4642 N56214,N56214,"['N4642', 'N56214']"
U44886,N51398 N41881 N47020,N41881,"['N51398', 'N41881', 'N47020']"
U83303,N39010 N287,N287,"['N39010', 'N287']"
U62506,N63154 N14184 N52122 N31978,N14184 N52122,"['N63154', 'N14184', 'N52122', 'N31978']"
U36995,N47061 N45266,N45266,"['N47061', 'N45266']"
U877,N47748 N4642,N47748,"['N47748', 'N4642']"
U58698,N55689 N53585,N53585,"['N55689', 'N53585']"
U44226,N1034 N57097 N64916 N61022,N61022,"['N1034', 'N57097', 'N64916', 'N61022']"
U59400,N39010 N51048 N287 N47061,N287,"['N39010', 'N51048', 'N287', 'N47061']"
U80709,N53585 N55689,N53585,"['N53585', 'N55689']"
U70314,N23414 N46029 N54489,N23414,"['N23414', 'N46029', 'N54489']"
U15745,N32641 N13094 N38869 N51951 N25160,N13094,"['N32641', 'N13094', 'N38869', 'N51951', 'N25160']"
U28078,N49685 N27581,N49685,"['N49685', 'N27581']"
U71595,N6578 N38779,N6578,"['N6578', 'N38779']"
U9733,N50872 N6578,N6578,"['N50872', 'N6578']"
U3610,N20495 N6890 N17059 N19092,N20495,"['N20495', 'N6890', 'N17059', 'N19092']"
U33763,N49483 N11551 N51048,N11551,"['N49483', 'N11551', 'N51048']"
U33694,N61022 N64916 N61768 N1034,N61768,"['N61022', 'N64916', 'N61768', 'N1034']"
U21377,N64851 N58363,N58363,"['N64851', 'N58363']"
U20947,N63970 N27560 N58363 N40839,N63970,"['N63970', 'N27560', 'N58363', 'N40839']"
U74605,N24272 N41178 N27845 N41881,N27845,"['N24272', 'N41178', 'N27845', 'N41881']"
U54940,N287 N42143,N287,"['N287', 'N42143']"
U61539,N64252 N42457 N51048 N13094,N42457,"['N64252', 'N42457', 'N51048', 'N13094']"
U69954,N287 N39010,N287,"['N287', 'N39010']"
U47105,N50872 N23446 N38779,N23446,"['N50872', 'N23446', 'N38779']"
U23600,N56214 N64252,N56214,"['N56214', 'N64252']"
U46840,N51187 N14184 N453 N64152,N51187 N453,"['N51187', 'N14184', 'N453', 'N64152']"
U20179,N56214 N4642,N4642,"['N56214', 'N4642']"
U91878,N63970 N12493 N58363 N64851,N64851,"['N63970', 'N12493', 'N58363', 'N64851']"
U59527,N7809 N59981 N35729 N55689,N35729,"['N7809', 'N59981', 'N35729', 'N55689']"
U67114,N61022 N44651 N59390,N61022,"['N61022', 'N44651', 'N59390']"
U82139,N27845 N41881 N24272 N41178,N41881,"['N27845', 'N41881', 'N24272', 'N41178']"
U20298,N17357 N12523,N12523,"['N17357', 'N12523']"
U55419,N47061 N63368,N63368,"['N47061', 'N63368']"
U33777,N41354 N12493,N12493,"['N41354', 'N12493']"
U32739,N57032 N14478,N14478,"['N57032', 'N14478']"
U6968,N55689 N53585,N53585,"['N55689', 'N53585']"
U35471,N61233 N14478,N14478,"['N61233', 'N14478']"
U65585,N61233 N14478,N14478,"['N61233', 'N14478']"
U14702,N18943 N29017 N48025 N58450,N58450,"['N18943', 'N29017', 'N48025', 'N58450']"
U34115,N21351 N42537 N44966 N33872,N44966,"['N21351', 'N42537', 'N44966', 'N33872']"
U7844,N61022 N44651 N49279,N49279,"['N61022', 'N44651', 'N49279']"
U30504,N35729 N55689 N27581 N6693,N55689,"['N35729', 'N55689', 'N27581', 'N6693']"
U8009,N49712 N42457 N56214,N56214,"['N49712', 'N42457', 'N56214']"
U80381,N55689 N6693,N55689,"['N55689', 'N6693']"
U44921,N4642 N51048 N36221 N56214,N56214,"['N4642', 'N51048', 'N36221', 'N56214']"
U78825,N27581 N55689 N6693 N35729,N55689,"['N27581', 'N55689', 'N6693', 'N35729']"
U4132,N35729 N55689,N55689,"['N35729', 'N55689']"
U72243,N20069 N63970 N7319 N62360,N7319,"['N20069', 'N63970', 'N7319', 'N62360']"
U75931,N20079 N33619,N20079,"['N20079', 'N33619']"
U30187,N14478 N61233,N14478,"['N14478', 'N61233']"
U67336,N4642 N51048 N36221 N56214,N4642,"['N4642', 'N51048', 'N36221', 'N56214']"
U92150,N7319 N33619,N7319,"['N7319', 'N33619']"
U13262,N64513 N15160 N21882 N49279,N49279,"['N64513', 'N15160', 'N21882', 'N49279']"
U86279,N287 N39010,N287,"['N287', 'N39010']"
U78897,N6693 N55689,N55689,"['N6693', 'N55689']"
U4773,N24272 N41881 N41178 N27845,N41881,"['N24272', 'N41881', 'N41178', 'N27845']"
U10882,N59981 N35729 N55689 N21707,N35729,"['N59981', 'N35729', 'N55689', 'N21707']"
U58612,N58051 N41140,N41140,"['N58051', 'N41140']"
U6779,N49180 N7319 N33619 N50675,N33619,"['N49180', 'N7319', 'N33619', 'N50675']"
U33119,N21128 N4642 N56214 N8509,N4642,"['N21128', 'N4642', 'N56214', 'N8509']"
U917,N39774 N4642,N4642,"['N39774', 'N4642']"
U5396,N47061 N45266,N47061,"['N47061', 'N45266']"
U79752,N61233 N61740,N61233,"['N61233', 'N61740']"
U32802,N33619 N50675,N33619,"['N33619', 'N50675']"
U37776,N50675 N453 N33619 N51187 N14184,N453,"['N50675', 'N453', 'N33619', 'N51187', 'N14184']"
U30285,N38779 N29212 N23446 N40109,N23446,"['N38779', 'N29212', 'N23446', 'N40109']"
U82552,N55689 N53585 N23414,N53585,"['N55689', 'N53585', 'N23414']"
U12783,N40109 N50872,N40109,"['N40109', 'N50872']"
U81786,N49685 N36681 N41224 N26952,N49685,"['N49685', 'N36681', 'N41224', 'N26952']"
U85841,N53585 N55689,N53585,"['N53585', 'N55689']"
U58477,N42597 N54489 N46029,N42597,"['N42597', 'N54489', 'N46029']"
U6464,N45266 N36659 N42977 N47061,N45266,"['N45266', 'N36659', 'N42977', 'N47061']"
U83576,N40839 N58363 N27560 N63970,N63970,"['N40839', 'N58363', 'N27560', 'N63970']"
U43742,N49279 N61022,N49279,"['N49279', 'N61022']"
U61409,N36599 N42977 N7821 N12029,N36599,"['N36599', 'N42977', 'N7821', 'N12029']"
U90019,N33885 N39317 N20495 N7821,N33885,"['N33885', 'N39317', 'N20495', 'N7821']"
U46961,N47061 N287,N287,"['N47061', 'N287']"
U80932,N55689 N52622,N52622,"['N55689', 'N52622']"
U80277,N23414 N55204 N55689 N13930,N55689,"['N23414', 'N55204', 'N55689', 'N13930']"
U31400,N49279 N64513 N61185 N15160 N21882,N49279,"['N49279', 'N64513', 'N61185', 'N15160', 'N21882']"
U82376,N12029 N36599,N12029,"['N12029', 'N36599']"
U51481,N36752 N29218 N47020,N36752,"['N36752', 'N29218', 'N47020']"
U43461,N42457 N61787,N42457,"['N42457', 'N61787']"
U1185,N6693 N55689,N55689,"['N6693', 'N55689']"
U5894,N42977 N12029,N12029,"['N42977', 'N12029']"
U19211,N50587 N10913 N33501 N51048 N49483,N51048,"['N50587', 'N10913', 'N33501', 'N51048', 'N49483']"
U50276,N48487 N56211 N61740 N41934 N61233,N41934,"['N48487', 'N56211', 'N61740', 'N41934', 'N61233']"
U63050,N510 N49879 N59852 N44966,N59852,"['N510', 'N49879', 'N59852', 'N44966']"
U5065,N56214 N41511 N26262 N9720,N26262,"['N56214', 'N41511', 'N26262', 'N9720']"
U77654,N63970 N58363,N58363,"['N63970', 'N58363']"
U40260,N35729 N55689,N35729,"['N35729', 'N55689']"
U46160,N45270 N55689 N55204,N55689,"['N45270', 'N55689', 'N55204']"
U72333,N33501 N11817 N51048 N26025,N51048,"['N33501', 'N11817', 'N51048', 'N26025']"
U85153,N41881 N3491,N41881,"['N41881', 'N3491']"
U65585,N49279 N61022 N44651,N49279,"['N49279', 'N61022', 'N44651']"
U66734,N35729 N21707 N59981 N55689,N35729 N55689,"['N35729', 'N21707', 'N59981', 'N55689']"
U1804,N51398 N41881,N41881,"['N51398', 'N41881']"
U85694,N48759 N56193 N49685 N35729,N35729,"['N48759', 'N56193', 'N49685', 'N35729']"
U49091,N6693 N55689,N55689,"['N6693', 'N55689']"
U48612,N56193 N49685,N56193,"['N56193', 'N49685']"
U24679,N33885 N17059 N12029 N7821,N17059,"['N33885', 'N17059', 'N12029', 'N7821']"
U89643,N23414 N53585,N53585,"['N23414', 'N53585']"
U9064,N17059 N47061,N17059,"['N17059', 'N47061']"
U63473,N49685 N27581 N35729,N49685,"['N49685', 'N27581', 'N35729']"
U6675,N47061 N45266,N47061,"['N47061', 'N45266']"
U45351,N63060 N50872,N63060,"['N63060', 'N50872']"
U5504,N45266 N47061,N45266,"['N45266', 'N47061']"
U10655,N23548 N51398 N47020 N1034,N1034,"['N23548', 'N51398', 'N47020', 'N1034']"
U81081,N35729 N55689,N55689,"['N35729', 'N55689']"
U21207,N33619 N45389,N33619,"['N33619', 'N45389']"
U10155,N46917 N60750,N60750,"['N46917', 'N60750']"
U14454,N49685 N41224 N36681 N26952 N50060,N26952,"['N49685', 'N41224', 'N36681', 'N26952', 'N50060']"
U81661,N287 N64094 N51048,N287,"['N287', 'N64094', 'N51048']"
U52478,N52622 N55689,N52622,"['N52622', 'N55689']"
U71203,N287 N47061,N287,"['N287', 'N47061']"
U52202,N35729 N30108 N31630 N57030,N35729 N30108,"['N35729', 'N30108', 'N31630', 'N57030']"
U34162,N13930 N23414 N55204 N53585 N55689,N53585,"['N13930', 'N23414', 'N55204', 'N53585', 'N55689']"
U19572,N33885 N7821 N17059 N12029,N12029,"['N33885', 'N7821', 'N17059', 'N12029']"
U4014,N17059 N33885 N47061 N35170,N35170,"['N17059', 'N33885', 'N47061', 'N35170']"
U74097,N47061 N287,N287,"['N47061', 'N287']"
U40883,N33619 N23429 N50675,N33619,"['N33619', 'N23429', 'N50675']"
U52432,N63970 N58363 N64851 N40839,N58363,"['N63970', 'N58363', 'N64851', 'N40839']"
U34856,N33828 N52867 N52424 N61233,N61233,"['N33828', 'N52867', 'N52424', 'N61233']"
U72816,N287 N39010,N287,"['N287', 'N39010']"
U36322,N55204 N55689 N53585,N53585,"['N55204', 'N55689', 'N53585']"
U56056,N47020 N65185 N1034,N1034,"['N47020', 'N65185', 'N1034']"
U60788,N36681 N49685 N41224 N26952,N49685,"['N36681', 'N49685', 'N41224', 'N26952']"
U43224,N20079 N453 N50675 N33619,N33619,"['N20079', 'N453', 'N50675', 'N33619']"
U11340,N287 N39010,N287,"['N287', 'N39010']"
U35419,N19661 N13864 N57032 N50872 N23535,N50872,"['N19661', 'N13864', 'N57032', 'N50872', 'N23535']"
U55828,N57090 N35729 N6693 N27581,N35729,"['N57090', 'N35729', 'N6693', 'N27581']"
U73892,N55689 N53585,N53585,"['N55689', 'N53585']"
U67199,N53585 N55689,N53585,"['N53585', 'N55689']"
U47287,N60445 N62360 N14184 N28188 N2869,N62360,"['N60445', 'N62360', 'N14184', 'N28188', 'N2869']"
U90497,N50675 N33619 N23429,N23429,"['N50675', 'N33619', 'N23429']"
U42335,N53585 N55689,N53585,"['N53585', 'N55689']"
U91029,N56214 N36221 N4642 N51048,N4642,"['N56214', 'N36221', 'N4642', 'N51048']"
U15128,N21707 N59981 N35729 N55689,N35729,"['N21707', 'N59981', 'N35729', 'N55689']"
U19487,N47061 N35170 N45266 N42977,N45266,"['N47061', 'N35170', 'N45266', 'N42977']"
U26500,N42961 N35729,N35729,"['N42961', 'N35729']"
U44256,N61233 N63913 N56211 N46917,N46917,"['N61233', 'N63913', 'N56211', 'N46917']"
U35450,N45734 N6578,N45734,"['N45734', 'N6578']"
U56153,N21707 N55204 N59981 N52622,N55204,"['N21707', 'N55204', 'N59981', 'N52622']"
U78542,N33619 N20079,N20079,"['N33619', 'N20079']"
U58161,N33828 N61233,N61233,"['N33828', 'N61233']"
U44090,N35729 N55689,N55689,"['N35729', 'N55689']"
U39033,N55689 N35729 N6693 N27581,N55689,"['N55689', 'N35729', 'N6693', 'N27581']"
U16315,N41881 N27845,N41881,"['N41881', 'N27845']"
U31953,N59252 N28047,N59252,"['N59252', 'N28047']"
U46017,N35729 N52622 N53585 N55689,N55689,"['N35729', 'N52622', 'N53585', 'N55689']"
U76686,N61022 N1034 N57097 N64916,N61022,"['N61022', 'N1034', 'N57097', 'N64916']"
U47521,N52000 N51398 N41881,N41881,"['N52000', 'N51398', 'N41881']"
U83061,N20678 N261,N261,"['N20678', 'N261']"
U48391,N63970 N7319 N62360 N52122,N63970,"['N63970', 'N7319', 'N62360', 'N52122']"
U47433,N33632 N27581,N27581,"['N33632', 'N27581']"
U77153,N18978 N53960 N12029 N2060 N28072,N18978,"['N18978', 'N53960', 'N12029', 'N2060', 'N28072']"
U80042,N48407 N34668 N49633 N36689 N19661,N36689,"['N48407', 'N34668', 'N49633', 'N36689', 'N19661']"
U53754,N35729 N42961,N35729,"['N35729', 'N42961']"
U62457,N56214 N4642,N56214,"['N56214', 'N4642']"
U44334,N33632 N35729 N57090 N27581,N33632,"['N33632', 'N35729', 'N57090', 'N27581']"
U56589,N56214 N8509 N4642 N51048,N4642,"['N56214', 'N8509', 'N4642', 'N51048']"
U58232,N55689 N35729 N27581 N6693,N55689,"['N55689', 'N35729', 'N27581', 'N6693']"
U38035,N33885 N33677 N20495 N7821,N20495,"['N33885', 'N33677', 'N20495', 'N7821']"
U51286,N41881 N3491,N41881,"['N41881', 'N3491']"
U61459,N51398 N41881,N41881,"['N51398', 'N41881']"
U89365,N36599 N42977 N7821 N12029,N7821,"['N36599', 'N42977', 'N7821', 'N12029']"
U60755,N4642 N56214,N56214,"['N4642', 'N56214']"
U41662,N58363 N63970 N40839 N64851 N6975,N58363,"['N58363', 'N63970', 'N40839', 'N64851', 'N6975']"
U5383,N50675 N36789,N50675,"['N50675', 'N36789']"
U63676,N50872 N40109,N40109,"['N50872', 'N40109']"
U40895,N57809 N42597,N42597,"['N57809', 'N42597']"
U56635,N20678 N261,N20678,"['N20678', 'N261']"
U65542,N45734 N29212 N23446 N6578,N45734,"['N45734', 'N29212', 'N23446', 'N6578']"
U43233,N51048 N45266 N47061 N287,N45266,"['N51048', 'N45266', 'N47061', 'N287']"
U24928,N51048 N26025 N287 N33501,N51048,"['N51048', 'N26025', 'N287', 'N33501']"
U34109,N53585 N23414,N23414,"['N53585', 'N23414']"
U85661,N4642 N35389,N35389,"['N4642', 'N35389']"
U30351,N24455 N26577,N24455,"['N24455', 'N26577']"
U71167,N55689 N38662 N55204 N53585 N13930,N13930,"['N55689', 'N38662', 'N55204', 'N53585', 'N13930']"
U66074,N47652 N19661 N1228 N33828,N19661,"['N47652', 'N19661', 'N1228', 'N33828']"
U67057,N41020 N50675 N49180 N32544,N49180,"['N41020', 'N50675', 'N49180', 'N32544']"
U66172,N38779 N23446,N38779,"['N38779', 'N23446']"
U91286,N55204 N43502 N21707 N55689 N45270,N55689,"['N55204', 'N43502', 'N21707', 'N55689', 'N45270']"
U79037,N61022 N57097,N57097,"['N61022', 'N57097']"
U66074,N15160 N21882 N64513 N49279,N49279,"['N15160', 'N21882', 'N64513', 'N49279']"
U61614,N35729 N55689,N55689,"['N35729', 'N55689']"
U70851,N61022 N49279,N49279,"['N61022', 'N49279']"
U32146,N17059 N12029 N20178 N23326,N12029,"['N17059', 'N12029', 'N20178', 'N23326']"
U81892,N27845 N24272 N41178 N41881,N27845,"['N27845', 'N24272', 'N41178', 'N41881']"
U48314,N40839 N63970 N27560 N62360,N40839,"['N40839', 'N63970', 'N27560', 'N62360']"
U11736,N51048 N64094 N39010 N287,N39010,"['N51048', 'N64094', 'N39010', 'N287']"
U47975,N33632 N49685,N49685,"['N33632', 'N49685']"
U5288,N4642 N56214,N56214,"['N4642', 'N56214']"
U70261,N55689 N55204 N23414 N13930 N43502,N23414,"['N55689', 'N55204', 'N23414', 'N13930', 'N43502']"
U51100,N63970 N24111 N62360 N7319,N63970,"['N63970', 'N24111', 'N62360', 'N7319']"
U15953,N3491 N41881,N41881,"['N3491', 'N41881']"
U68253,N59981 N35729 N55689 N42961,N35729,"['N59981', 'N35729', 'N55689', 'N42961']"
U3351,N50872 N38779 N35815 N45523 N1539,N1539,"['N50872', 'N38779', 'N35815', 'N45523', 'N1539']"
U53077,N10960 N4642,N10960,"['N10960', 'N4642']"
U37467,N4642 N56214 N36221 N51048,N4642,"['N4642', 'N56214', 'N36221', 'N51048']"
U35860,N49685 N48759 N35729 N62729,N35729,"['N49685', 'N48759', 'N35729', 'N62729']"
U29713,N55689 N53585,N53585,"['N55689', 'N53585']"
U64472,N4642 N56214,N56214,"['N4642', 'N56214']"
U8707,N32544 N41020 N14184 N50675 N31947,N50675,"['N32544', 'N41020', 'N14184', 'N50675', 'N31947']"
U2463,N25295 N51048 N56214,N25295,"['N25295', 'N51048', 'N56214']"
U79772,N19661 N59267 N57032 N1228 N23089,N19661,"['N19661', 'N59267', 'N57032', 'N1228', 'N23089']"
U50944,N35729 N27581,N35729,"['N35729', 'N27581']"
U17769,N36789 N16920,N16920,"['N36789', 'N16920']"
U32371,N4642 N56214,N56214,"['N4642', 'N56214']"
U36765,N64851 N12493 N17059 N40380,N64851,"['N64851', 'N12493', 'N17059', 'N40380']"
U84890,N52622 N55689 N35729 N53585,N52622,"['N52622', 'N55689', 'N35729', 'N53585']"
U7236,N51048 N35389,N35389,"['N51048', 'N35389']"
U13883,N16915 N1914 N20811,N1914,"['N16915', 'N1914', 'N20811']"
U39712,N41934 N61233,N61233,"['N41934', 'N61233']"
U3173,N35729 N55689,N55689,"['N35729', 'N55689']"
U90648,N55689 N6379,N55689,"['N55689', 'N6379']"
U29429,N41881 N3491,N41881,"['N41881', 'N3491']"
U29130,N58363 N63970,N58363,"['N58363', 'N63970']"
U6665,N23446 N50872 N38779,N23446,"['N23446', 'N50872', 'N38779']"
U72209,N261 N20678,N20678,"['N261', 'N20678']"
U9719,N23184 N61032 N4642 N39774,N4642,"['N23184', 'N61032', 'N4642', 'N39774']"
U69074,N53585 N55689 N13930,N53585,"['N53585', 'N55689', 'N13930']"
U80807,N45266 N47061,N47061,"['N45266', 'N47061']"
U39870,N50872 N12682,N12682,"['N50872', 'N12682']"
U40545,N63970 N27560 N62360 N40839,N63970,"['N63970', 'N27560', 'N62360', 'N40839']"
U2607,N50055 N2235,N2235,"['N50055', 'N2235']"
U67047,N35729 N57090 N33632 N27581,N35729,"['N35729', 'N57090', 'N33632', 'N27581']"
U22814,N7809 N59981 N55689 N35729,N55689,"['N7809', 'N59981', 'N55689', 'N35729']"
U44444,N30518 N41222 N46029 N53585 N54489,N53585,"['N30518', 'N41222', 'N46029', 'N53585', 'N54489']"
U23795,N6693 N27581 N35729 N55689,N35729,"['N6693', 'N27581', 'N35729', 'N55689']"
U40418,N53585 N52622 N55204 N55689,N55689,"['N53585', 'N52622', 'N55204', 'N55689']"
U75632,N56214 N36221 N4642,N56214,"['N56214', 'N36221', 'N4642']"
U72209,N27845 N41881,N41881,"['N27845', 'N41881']"
U74235,N47061 N287,N287,"['N47061', 'N287']"
U88554,N49279 N61022,N49279,"['N49279', 'N61022']"
U72303,N63913 N61233 N56211 N46917,N46917,"['N63913', 'N61233', 'N56211', 'N46917']"
U4535,N64968 N4807,N64968,"['N64968', 'N4807']"
U64772,N45266 N55281 N20134 N42143,N20134,"['N45266', 'N55281', 'N20134', 'N42143']"
U82612,N39010 N287,N287,"['N39010', 'N287']"
U58298,N287 N39010,N287,"['N287', 'N39010']"
U65233,N27581 N55689 N35729 N42961,N35729,"['N27581', 'N55689', 'N35729', 'N42961']"
U2025,N35729 N55689 N27581 N42961,N35729 N55689,"['N35729', 'N55689', 'N27581', 'N42961']"
U51291,N35170 N47061,N35170,"['N35170', 'N47061']"
U64971,N61022 N49279,N49279,"['N61022', 'N49279']"
U30125,N55689 N6693,N55689,"['N55689', 'N6693']"
U85466,N33885 N39317,N33885,"['N33885', 'N39317']"
U77137,N36707 N41881,N41881,"['N36707', 'N41881']"
U55393,N50675 N33619,N50675,"['N50675', 'N33619']"
U66039,N27845 N51398 N41881,N41881,"['N27845', 'N51398', 'N41881']"
U14190,N6693 N55689,N55689,"['N6693', 'N55689']"
U79741,N44651 N49279 N61022,N49279,"['N44651', 'N49279', 'N61022']"
U42906,N45270 N55204 N55689 N43502 N21707,N45270,"['N45270', 'N55204', 'N55689', 'N43502', 'N21707']"
U69546,N51048 N39010,N39010,"['N51048', 'N39010']"
U50236,N21882 N61022 N59390 N49279,N49279,"['N21882', 'N61022', 'N59390', 'N49279']"
U19234,N23429 N453 N50675 N16920 N33619,N33619,"['N23429', 'N453', 'N50675', 'N16920', 'N33619']"
U29313,N38662 N55689 N55204 N23414 N13930,N23414,"['N38662', 'N55689', 'N55204', 'N23414', 'N13930']"
U84506,N35729 N55689,N55689,"['N35729', 'N55689']"
U55763,N51048 N56214 N14029 N4642 N36221,N4642,"['N51048', 'N56214', 'N14029', 'N4642', 'N36221']"
U17979,N42457 N56214,N56214,"['N42457', 'N56214']"
U65334,N14478 N61233,N61233,"['N14478', 'N61233']"
U13097,N36752 N1034 N47020,N1034,"['N36752', 'N1034', 'N47020']"
U22551,N53585 N55689,N53585,"['N53585', 'N55689']"
U69523,N51398 N41881,N41881,"['N51398', 'N41881']"
U78615,N49685 N64542,N49685,"['N49685', 'N64542']"
U27528,N5957 N41178 N24272 N60374,N24272,"['N5957', 'N41178', 'N24272', 'N60374']"
U56405,N55689 N27581 N35729 N42961,N35729,"['N55689', 'N27581', 'N35729', 'N42961']"
U35812,N287 N27437 N61023 N47061,N287,"['N287', 'N27437', 'N61023', 'N47061']"
U69580,N287 N13907 N51048 N39010,N287,"['N287', 'N13907', 'N51048', 'N39010']"
U88496,N42977 N35170 N20076 N62128 N45266,N42977,"['N42977', 'N35170', 'N20076', 'N62128', 'N45266']"
U25312,N20236 N48487 N20394 N3415 N57032,N48487,"['N20236', 'N48487', 'N20394', 'N3415', 'N57032']"
U63754,N50872 N1952,N1952,"['N50872', 'N1952']"
U85848,N56214 N50023 N4642,N50023,"['N56214', 'N50023', 'N4642']"
U73531,N33619 N50675 N7319 N49180,N33619,"['N33619', 'N50675', 'N7319', 'N49180']"
U30375,N50675 N49180 N7319 N33619,N7319 N33619,"['N50675', 'N49180', 'N7319', 'N33619']"
U79116,N12831 N51048 N56214 N64252,N56214,"['N12831', 'N51048', 'N56214', 'N64252']"
U2061,N59981 N35729 N7809,N35729,"['N59981', 'N35729', 'N7809']"
U87792,N23414 N13930 N55689,N23414,"['N23414', 'N13930', 'N55689']"
U55078,N55689 N7466 N53585,N53585,"['N55689', 'N7466', 'N53585']"
U15921,N58363 N64851,N64851,"['N58363', 'N64851']"
U85108,N40065 N35729 N61623 N43432,N35729,"['N40065', 'N35729', 'N61623', 'N43432']"
U16343,N21707 N59981 N55689 N35729,N35729,"['N21707', 'N59981', 'N55689', 'N35729']"
U91151,N19661 N35815 N50872 N34185 N38779,N35815,"['N19661', 'N35815', 'N50872', 'N34185', 'N38779']"
U41142,N61022 N21882 N49279 N64513,N49279,"['N61022', 'N21882', 'N49279', 'N64513']"
U87899,N27845 N41881,N41881,"['N27845', 'N41881']"
U88136,N32087 N33848 N55689 N61623,N55689,"['N32087', 'N33848', 'N55689', 'N61623']"
U27030,N52622 N55689,N52622,"['N52622', 'N55689']"
U26422,N21707 N43502 N45270 N55689 N55204,N55689,"['N21707', 'N43502', 'N45270', 'N55689', 'N55204']"
U78967,N50675 N47578 N20079 N33619,N33619,"['N50675', 'N47578', 'N20079', 'N33619']"
U56235,N55689 N35729,N55689,"['N55689', 'N35729']"
U26113,N51048 N287 N39010,N287,"['N51048', 'N287', 'N39010']"
U81191,N7319 N49180 N52122 N33619 N41020,N52122,"['N7319', 'N49180', 'N52122', 'N33619', 'N41020']"
U65397,N49685 N36681 N57651,N49685,"['N49685', 'N36681', 'N57651']"
U9438,N64252 N4642 N56214 N51048 N14029,N14029,"['N64252', 'N4642', 'N56214', 'N51048', 'N14029']"
U87671,N63970 N20069 N7319,N63970,"['N63970', 'N20069', 'N7319']"
U22390,N38779 N23877 N23446 N6477,N23446,"['N38779', 'N23877', 'N23446', 'N6477']"
U53255,N55204 N55689 N52622 N53585,N55689,"['N55204', 'N55689', 'N52622', 'N53585']"
U20431,N4642 N48705 N39774 N61032,N48705,"['N4642', 'N48705', 'N39774', 'N61032']"
U60106,N13930 N55204 N38662 N55689,N13930,"['N13930', 'N55204', 'N38662', 'N55689']"
U20995,N7319 N62360 N52122 N41020 N63970,N7319,"['N7319', 'N62360', 'N52122', 'N41020', 'N63970']"
U36745,N47578 N20079 N33619 N50675,N33619,"['N47578', 'N20079', 'N33619', 'N50675']"
U33475,N10913 N35273 N49483 N13112 N4642,N35273,"['N10913', 'N35273', 'N49483', 'N13112', 'N4642']"
U3564,N12493 N58363 N17059 N64851,N17059,"['N12493', 'N58363', 'N17059', 'N64851']"
U53231,N53585 N55689,N53585,"['N53585', 'N55689']"
U22486,N3031 N49712 N51048 N56214 N42457,N56214,"['N3031', 'N49712', 'N51048', 'N56214', 'N42457']"
U59221,N64916 N57097 N1034 N61022,N61022,"['N64916', 'N57097', 'N1034', 'N61022']"
U88850,N50872 N64174 N40109,N40109,"['N50872', 'N64174', 'N40109']"
U5806,N42634 N63970 N62360 N40839,N63970,"['N42634', 'N63970', 'N62360', 'N40839']"
U26748,N55689 N53585,N53585,"['N55689', 'N53585']"
U59044,N1228 N61233 N19661 N33828,N61233,"['N1228', 'N61233', 'N19661', 'N33828']"
U83306,N27581 N35729 N42961 N55689,N35729,"['N27581', 'N35729', 'N42961', 'N55689']"
U45869,N51048 N56214 N4642 N36221,N4642,"['N51048', 'N56214', 'N4642', 'N36221']"
U55529,N33619 N20079 N453 N50675,N33619,"['N33619', 'N20079', 'N453', 'N50675']"
U25823,N40109 N58660,N58660,"['N40109', 'N58660']"
U45314,N41020 N7319 N62360 N52122,N62360,"['N41020', 'N7319', 'N62360', 'N52122']"
U19092,N49279 N61022 N44651,N49279,"['N49279', 'N61022', 'N44651']"
U21271,N33619 N7319,N7319,"['N33619', 'N7319']"
U43368,N61740 N61233,N61233,"['N61740', 'N61233']"
U84214,N54489 N54381 N57809 N42597,N57809,"['N54489', 'N54381', 'N57809', 'N42597']"
U92084,N61022 N61768,N61022,"['N61022', 'N61768']"
U57440,N42961 N27581 N13801 N35729,N35729,"['N42961', 'N27581', 'N13801', 'N35729']"
U91634,N47061 N45266 N13579 N42977,N47061,"['N47061', 'N45266', 'N13579', 'N42977']"
U73847,N53585 N55689 N55204,N53585,"['N53585', 'N55689', 'N55204']"
U30550,N33885 N20495,N33885,"['N33885', 'N20495']"
U35842,N1034 N47020 N65185,N65185,"['N1034', 'N47020', 'N65185']"
U13638,N59981 N55689 N35729 N42961,N55689,"['N59981', 'N55689', 'N35729', 'N42961']"
U56964,N287 N47061 N51048 N45266,N45266,"['N287', 'N47061', 'N51048', 'N45266']"
U86726,N287 N39010 N51048 N64094,N39010,"['N287', 'N39010', 'N51048', 'N64094']"
U93224,N47061 N42977 N45266 N35170,N47061,"['N47061', 'N42977', 'N45266', 'N35170']"
U66489,N56214 N50872 N3167 N64174 N40559,N56214,"['N56214', 'N50872', 'N3167', 'N64174', 'N40559']"
